Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Care (product.metafields.custom.care),Description (product.metafields.custom.description1),description (product.metafields.custom.description2),free shipping in the USA (product.metafields.custom.free_shipping_in_the_usa),HID (product.metafields.custom.hid),materials  (product.metafields.custom.materials_),Measurments (product.metafields.custom.measurments),placemats (product.metafields.custom.placemats),Related Size - Large (product.metafields.custom.related_size_large),Related Size - Medium (product.metafields.custom.related_size_medium),shipping and returns  (product.metafields.custom.shipping_and_returns),TINUUID (product.metafields.custom.tinuuid),Care guide (product.metafields.descriptors.care_guide),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Care instructions (product.metafields.shopify.care-instructions),Color (product.metafields.shopify.color-pattern),Cover color (product.metafields.shopify.cover-color),Cover material (product.metafields.shopify.cover-material),Fabric (product.metafields.shopify.fabric),Shape (product.metafields.shopify.shape),Throw pillow shape (product.metafields.shopify.throw-pillow-shape),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
army-green-vegan-suede-woven-bench,,,,,,,,,120 cm,,,,,,,,840,9000.0,shopify,deny,manual,896.00,1195.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Army3.jpg?v=1655625916,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,
army-green-vegan-suede-woven-bench,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Army2.jpg?v=1655625916,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mango-orange-vegan-suede-woven-stool,Mango Orange Vegan Suede Woven Stool,"<meta charset=""utf-8"">
<p> </p>
<p>Born of appreciation for elegance, the woven stool is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 44</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 17.5X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>",Knots Studio,Hardware > Tools,Woven stool,"",false,Title,Default Title,,,,,,,,"",4000.0,shopify,continue,manual,450.00,,true,true,,,,,Fals,,,,false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,draft
indigo-blue-vegan-suede-woven-stool,Indigo Blue Vegan Suede Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,808,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Blue2.jpg?v=1654776620,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
indigo-blue-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Blue.jpg?v=1654776597,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-vegan-suede-woven-stool,Rose Pink Vegan Suede Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,807,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Pink2_5a9bb009-b86a-47a4-8972-72dbd19f06a0.jpg?v=1654776949,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
rose-pink-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Pink3_7ca598ff-cb5d-4a08-9003-9d7c1da8981d.jpg?v=1654776984,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rose-pink-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Pink_ecfd72ec-8653-4d33-b7b5-753d199fd4e6.jpg?v=1654776909,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desert-yellow-vegan-suede-woven-stool,Desert Yellow Vegan Suede Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,806,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow_a26d703f-4012-4526-b2b8-ed8b7b6aeb72.jpg?v=1654776408,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
desert-yellow-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow3.jpg?v=1654776429,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
desert-yellow-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Yellow2.jpg?v=1654776375,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-earth-vegan-suede-woven-stool,Red Earth Vegan Suede Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,805,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Red2.jpg?v=1654776703,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
red-earth-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Red3.jpg?v=1654776804,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red-earth-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Red_65429fa1-865b-4612-8482-fcf5c93c2115.jpg?v=1654776677,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphite-vegan-suede-woven-stool,Graphite Vegan Suede Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,804,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Graphite2_a53bf960-046f-42ef-bf63-978f28c26eac.jpg?v=1654776506,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
graphite-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Graphite3_57c15650-e9a0-4010-a0a3-6914cbf19e22.jpg?v=1654776533,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphite-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Graphite_401387e0-13a2-4fd2-aa5a-bc3bdc8abf86.jpg?v=1654776488,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-vegan-suede-woven-stool,Arora Grey Vegan Suede Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,803,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Stone2.png?v=1674131938,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
stone-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Stone3_a336e1d5-a31d-4ea6-8f0c-79557e10d475.png?v=1674131938,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stone-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/wovenbenchnewarora2_f260b2f8-12ca-438a-a5ed-0f3f178f3495.jpg?v=1674131938,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate-brown-vegan-suede-woven-stool,Chocolate Brown Vegan Suede Woven Stool,"<p>Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.<strong data-mce-fragment=""1""></strong></p>",Knots Studio,Furniture > Chairs > Table & Bar Stools,Woven stool,"",false,Title,Default Title,,,,,,,,802,4000.0,shopify,deny,manual,348.00,465.00,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate2.jpg?v=1654776295,1,"",false,,"Expertly crafted with a blend of fine velvet fabric and natural Beechwood, the hand-woven stool enhances any entryway or living space with its elegant and playful design. This lasting piece combines beauty and functionality, creating a stunning addition to your home.",1463,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      ,,,,,,,,,,m-black-velvet-knot-floor-cushion; m-burnt-orange-velvet-knot-floor-cushion; m-citron-velvet-knot-floor-cushion; m-hot-cherry-velvet-knot-floor-cushion-copy; m-pink-purle-velvet-knot-floor-cushion; m-olive-green-velvet-knot-floor-cushion,,,,,kg,,,draft
chocolate-brown-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate3.jpg?v=1654776320,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate-brown-vegan-suede-woven-stool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1129/5340/products/Chocolate_0ca00714-5638-460b-9af0-5712194fa81e.jpg?v=1654776270,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
camel-vegan-suede-woven-stool,Camel Vegan Suede Woven Stool,"<meta charset=""utf-8"">
<p> </p>
<p>Born of appreciation for elegance, the woven stool is a handmade piece that brings a sculptural, playful air to any entryway or living space. Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.</p>
<p><strong data-mce-fragment=""1"">Size: </strong><span data-mce-fragment=""1"">Width: 44</span><span data-mce-fragment=""1"">X32 </span><span data-mce-fragment=""1"">cm / 17.5X12.5 inch</span><br data-mce-fragment=""1""><span data-mce-fragment=""1""><strong>Height:</strong> 50 cm / 19.5 inch      </span></p>
<p><span data-mce-fragment=""1""><strong data-mce-fragment=""1"">Materials:</strong> Beech wood, stiff foam filling, upholstery materials, polyester velvet fabric.<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Care:</strong> Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                      </span></p>
<p><b>Production</b><strong> and shipping time:</strong><span> </span>We make each piece to order in our studio. Please allow <span data-mce-fragment=""1"">10 - 15</span> business days for us to make &amp; ship your purchase.</p>
<p><strong>Custom order: </strong>We can stain paint the wooden stool to walnut or black. if you are interested, just add a note with the color of your choice at the note section at checkout. </p>
<p><strong>We accept Mastercard, Visa, and American Express. You can make up to 3 payments without any commission. We also accept PayPal for your convenience.</strong></p>
<p><strong><span>Buyers are responsible for any customs and import taxes that may apply. We are not responsible for delays due to customs.</span></strong></p>
<p><meta charset=""utf-8""><strong data-mce-fragment=""1"">Please Read about our<span data-mce-fragment=""1""> </span><span style=""color: #2b00ff;""><a style=""color: #2b00ff;"" title=""shipping refunds and exchanges"" href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" data-mce-fragment=""1"" data-mce-href=""https://www.knots-studio.com/pages/shipping-refund-and-exchange"" target=""_blank"">shipping, refunds and exchanges policies.</a></span></strong></p>
<p>For any thoughts or questions please send us a Message and We'll be happy to answer ASAP.</p>",Knots Studio,Hardware > Tools,Woven stool,"",false,Title,Default Title,,,,,,,,801,4000.0,shopify,deny,manual,450.00,,true,true,,,,,Fals,https://cdn.shopify.com/s/files/1/1129/5340/products/Camel2.jpg?v=1654776187,1,"",false,,"Born of appreciation for elegance, the weaved bench is a handmade piece that brings a sculptural, playful air to any entryway or living space.

Each bench is crafted with care using a weaving technique that blends fine velvet fabric and natural Beechwood that is beautiful, functional and lasts for years.
",,,,,,,,,,,,,,,,,"Beech wood, Stiff foam, Polyester Velvet/Suede fabric","Size: Width: 44X32 cm / 17.5X12.5 inch      
 Height: 50 cm / 19.5 inch",,,,,,Spot clean with cold water and mild soap. Vacuum once a week to keep the cushion fresh and clean.                     ,,,,,,,,,,l-emerald-green-velvet-knot-floor-cushion; m-grey-velvet-knot-floor-cushion; s-hull-busket-in-desert-army-greem; glowing-rust-velvet-woven-stool-1; acorn-velvet-knot-pillow-copy; illuminate-yellow-velvet-knot-door-stop-accent-piece; illuminate-yellow-velvet-knot-key-chain,,,,,kg,,,draft
